Total Surveyed,Total Bootcamp Attendees,% Attended Bootcamp,AVG Age,Has a degree,% Male,% Female,% Non Gender Specific,AVG Post Bootcamp Salary
15620,953,6.10%,31.07,66.84%,59.54%,39.14%,1.32%,"$63,740.51"
